,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Credit-Card,Phone-No,Address
393,394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,C,893-911-1121,-1586448012,1484 93-Philadelphia
394,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,S,444-653-4488,-2315512625,8187 klt-Phoenix
395,396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,S,635-857-3111,-4746911118,5996 93-Philadelphia
396,397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,S,519-542-7727,-5991609484,7562 121-Dallas
397,398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,S,802-589-4039,-7023530002,6772 kk-Miami
398,399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,S,336-643-9637,-4444279017,3285 xt-Chicago
399,400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,S,771-583-8870,-9653644507,2344 ab-Los Angeles
400,401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,S,178-601-7191,-1212461207,8400 ab-Los Angeles
401,402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,S,457-520-8498,-6645167774,5098 ab-Los Angeles
402,403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,S,796-572-5833,-2037857888,1080 ab-Los Angeles
403,404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,S,978-390-7695,-6472110516,2416 ab-Los Angeles
404,405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,S,683-616-2427,-6275913453,3434 900-Houston
405,406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,S,436-735-5921,-6589868567,5134 02-New York
406,407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,155-442-1601,-2385540744,5346 93-Philadelphia
407,408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,S,479-766-3672,-4944313317,2310 xt-Chicago
408,409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,S,336-420-7286,-3923616069,7004 kk-Miami
409,410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,S,166-543-2230,-2842848350,7192 93-Philadelphia
410,411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,S,376-278-1828,-1189507641,5208 02-New York
411,412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,Q,614-749-4224,-3655490995,2072 93-Philadelphia
412,413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,Q,721-731-3875,-9073971210,8693 121-Dallas
413,414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0.0,S,865-172-1096,-8062935529,6879 ab-Los Angeles
414,415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,S,952-568-1754,-2772038531,200 ab-Los Angeles
415,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,S,571-881-8044,-4595182315,6379 93-Philadelphia
416,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,S,743-689-4204,-4521509871,2852 ab-Los Angeles
417,418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,S,446-480-4793,-7718163289,7450 900-Houston
418,419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,S,268-700-6919,-7886357650,6297 kk-Miami
419,420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,S,744-469-9562,-2261707184,7272 kk-Miami
420,421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,C,656-730-5975,-6067771335,9599 ab-Los Angeles
421,422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Q,560-133-6886,-8915669569,6343 ab-Los Angeles
422,423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,450-454-2742,-7781736395,5976 02-New York
423,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,S,714-288-3682,-5557933828,4039 121-Dallas
424,425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,S,737-860-3623,-5801105841,4319 kk-Miami
425,426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,S,771-156-3854,-7020017177,180 93-Philadelphia
426,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,S,974-926-6723,-3551280616,9723 121-Dallas
427,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,522-416-5720,-3380642015,5100 klt-Phoenix
428,429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,Q,380-777-8403,-3495021012,6009 93-Philadelphia
429,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,472-939-3389,-5920932515,8253 93-Philadelphia
430,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,S,979-180-5868,-4046581421,1532 xt-Chicago
431,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,S,958-740-9505,-2181445326,4039 900-Houston
432,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,S,294-578-1659,-3251073566,6929 klt-Phoenix
433,434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,S,134-562-2147,-5242098675,9092 klt-Phoenix
434,435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,S,823-380-9890,-8128143632,7470 ab-Los Angeles
435,436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,S,662-203-2088,-7555401533,7492 93-Philadelphia
436,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,150-441-2463,-5180167663,4935 xt-Chicago
437,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,S,903-227-1591,-9245229735,2823 ab-Los Angeles
438,439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,S,539-495-3846,-2199876788,3572 kk-Miami
439,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,S,202-771-6416,-2155057664,6123 ab-Los Angeles
440,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,S,311-643-1218,-5801973093,5858 02-New York
441,442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,S,998-385-5844,-3916629920,8565 klt-Phoenix
442,443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,S,105-364-6050,-2156600506,7171 kk-Miami
443,444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,S,212-389-7309,-3040836095,4466 02-New York
444,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,S,656-912-8620,-5150200119,9892 ab-Los Angeles
445,446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,S,212-787-6900,-9164009518,1111 xt-Chicago
446,447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,S,286-104-7589,-9497141974,8885 ab-Los Angeles
447,448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,S,641-935-4365,-1344722243,202 93-Philadelphia
448,449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,C,950-811-1106,-1909639342,8561 93-Philadelphia
449,450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,S,616-467-3512,-6170856009,4399 ab-Los Angeles
450,451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,S,283-515-7633,-5934327896,2121 900-Houston
451,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,S,319-656-5938,-8866709130,8560 93-Philadelphia
452,453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C,421-230-7197,-6885043599,8014 klt-Phoenix
453,454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C,998-728-9509,-8922704104,1820 kk-Miami
454,455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,S,381-741-3682,-9851665180,3014 kk-Miami
455,456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,C,546-900-7227,-4433219004,2958 93-Philadelphia
456,457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,S,624-574-4555,-5956090910,888 900-Houston
457,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,S,517-451-9070,-2521288120,5384 93-Philadelphia
458,459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,S,702-872-9617,-1128850061,6409 xt-Chicago
459,460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,Q,438-212-1347,-3965979298,6874 ab-Los Angeles
460,461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,S,642-530-1613,-3125229607,414 900-Houston
461,462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,S,948-915-1438,-4377680483,5605 02-New York
462,463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,S,701-693-7053,-2381114353,3623 klt-Phoenix
463,464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,S,502-378-6847,-5482653201,9077 02-New York
464,465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,S,158-241-5553,-7972231610,6803 xt-Chicago
465,466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,104-761-1760,-1961324324,8950 klt-Phoenix
466,467,0,2,"Campbell, Mr. William",male,,0,0,239853,0.0,S,261-182-8875,-6760061610,418 93-Philadelphia
467,468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,S,360-747-9249,-2500379427,4945 kk-Miami
468,469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,Q,865-706-8248,-9135602953,8093 klt-Phoenix
469,470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,C,238-443-1884,-3363486048,8025 xt-Chicago
470,471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,S,727-474-3728,-1412697817,9736 klt-Phoenix
471,472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,S,425-353-1630,-6434490716,3725 900-Houston
472,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,S,153-744-2877,-5196677199,9990 kk-Miami
473,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,C,300-422-3745,-4282744105,2766 klt-Phoenix
474,475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,S,361-556-6588,-7272463410,687 93-Philadelphia
475,476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52.0,S,571-705-9178,-6408619146,9045 klt-Phoenix
476,477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,S,373-429-3704,-2567159145,2553 klt-Phoenix
477,478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,S,742-485-7759,-9600554054,6583 02-New York
478,479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,S,383-782-1038,-1204872113,998 kk-Miami
479,480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,S,486-196-9035,-5723318428,3133 02-New York
480,481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,S,208-307-5877,-1085421564,4395 kk-Miami
481,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0.0,S,173-559-6443,-8529695123,8410 02-New York
482,483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,S,139-348-2722,-2990877100,484 xt-Chicago
483,484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,S,790-416-5633,-7668545746,8904 ab-Los Angeles
484,485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,C,277-625-8538,-5412090814,6670 ab-Los Angeles
485,486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,S,925-813-9401,-1633669486,7121 121-Dallas
486,487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,S,694-784-3936,-9268395597,5449 xt-Chicago
487,488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,C,303-224-3137,-3783360870,6205 900-Houston
488,489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,S,422-683-2100,-3741028745,4109 93-Philadelphia
489,490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,977-207-9817,-2397132596,3487 900-Houston
490,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,S,479-912-3717,-7914110850,7846 klt-Phoenix
491,492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,363-381-2855,-3789625494,7180 02-New York
492,493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,S,883-498-8461,-1497492865,9505 121-Dallas
493,494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,C,492-933-3962,-4398929901,5474 02-New York
494,495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,S,634-611-7588,-9598896932,7508 02-New York
495,496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,C,582-936-1684,-4546837366,9695 93-Philadelphia
496,497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,C,308-638-6133,-1977807212,3772 121-Dallas
497,498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,S,256-397-5033,-6785013171,8507 900-Houston
498,499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,S,569-196-5702,-6190766618,2555 xt-Chicago
499,500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,S,425-863-4893,-3216227158,8391 klt-Phoenix
500,501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,S,646-708-3851,-9773496455,2040 93-Philadelphia
501,502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Q,437-290-8492,-8512627873,7564 900-Houston
502,503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,Q,882-750-7633,-8242196087,8403 121-Dallas
503,504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,S,826-608-1400,-7222951977,6397 900-Houston
504,505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,S,519-850-4657,-6744675831,3995 klt-Phoenix
505,506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C,727-390-3150,-9963698105,1182 121-Dallas
506,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,S,446-843-9424,-3617865325,3172 900-Houston
507,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,S,699-136-8890,-8743020187,6443 121-Dallas
508,509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,S,780-852-6136,-3659766060,117 ab-Los Angeles
509,510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,S,684-276-7061,-6768808356,3898 93-Philadelphia
510,511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Q,634-149-5040,-2250853084,2442 ab-Los Angeles
511,512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,S,298-396-1461,-6503766113,9775 900-Houston
512,513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,S,890-917-3702,-9113001405,8867 kk-Miami
513,514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,C,799-438-9475,-3826958559,5276 ab-Los Angeles
514,515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,S,305-706-7768,-1767671117,6834 kk-Miami
515,516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,S,326-704-7050,-7316668998,5571 xt-Chicago
516,517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,S,736-688-8844,-2966746795,5814 kk-Miami
517,518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,Q,295-284-5840,-4642650967,7450 xt-Chicago
518,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,451-809-7831,-5004289351,2822 02-New York
519,520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,S,621-248-1971,-2104096646,1607 xt-Chicago
520,521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,S,521-313-6430,-7585155030,3922 02-New York
521,522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,202-264-9177,-2807898895,7893 02-New York
522,523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,C,430-905-1595,-3763122455,2527 kk-Miami
523,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,C,279-486-8055,-1486798874,8375 121-Dallas
524,525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,C,523-517-9514,-7491799655,7849 xt-Chicago
525,526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Q,375-119-5771,-8367392013,2201 ab-Los Angeles
526,527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,S,935-395-6085,-7246988272,1393 xt-Chicago
527,528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,S,430-980-9599,-3365906268,3311 93-Philadelphia
528,529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,S,583-718-6448,-6805278946,3057 121-Dallas
529,530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,S,171-632-7566,-2113841385,441 kk-Miami
530,531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,S,368-689-5854,-5753709173,2508 93-Philadelphia
531,532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,C,716-288-2247,-5067646872,4697 kk-Miami
532,533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,C,701-884-8217,-7893552471,2656 klt-Phoenix
533,534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,C,174-312-8661,-2107378357,9474 xt-Chicago
534,535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,S,627-163-3748,-7590318987,4568 xt-Chicago
535,536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,S,106-597-9150,-6423907113,2227 ab-Los Angeles
536,537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,S,275-533-7126,-8318624589,7034 121-Dallas
537,538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,C,742-792-1368,-1868556527,6828 02-New York
538,539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,S,363-405-5748,-7918069853,7880 klt-Phoenix
539,540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,C,378-123-2015,-4018633054,1749 xt-Chicago
540,541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,S,243-695-1709,-5043259289,5548 900-Houston
541,542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,S,861-358-2846,-3948354352,3107 klt-Phoenix
542,543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,S,581-988-6371,-5572506243,4192 xt-Chicago
543,544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,S,901-329-3694,-1190341964,2872 kk-Miami
544,545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C,176-739-8181,-3195155134,2282 kk-Miami
545,546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,S,290-473-1685,-9051437240,1578 900-Houston
546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,S,579-971-8430,-2257258422,1788 klt-Phoenix
547,548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,C,235-136-2611,-3333683952,7279 xt-Chicago
548,549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,S,858-431-8985,-4387253562,8363 ab-Los Angeles
549,550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,S,317-586-8220,-2222571383,7421 kk-Miami
550,551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C,194-911-1243,-8413088896,597 kk-Miami
551,552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,S,496-838-5716,-8859051653,2191 93-Philadelphia
552,553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,Q,176-632-6021,-8887880461,4288 ab-Los Angeles
553,554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,C,965-791-1242,-5667373929,2050 xt-Chicago
554,555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,S,905-196-4980,-3999419023,4691 xt-Chicago
555,556,0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,S,886-563-8658,-6791288597,634 900-Houston
556,557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,C,246-386-3267,-6438075235,7592 121-Dallas
557,558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,C,230-933-9650,-2193758304,9019 klt-Phoenix
558,559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,S,352-574-8771,-3987596058,9335 ab-Los Angeles
559,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,S,879-557-7018,-9709010224,493 kk-Miami
560,561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,Q,887-143-1995,-4740395559,2060 93-Philadelphia
561,562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,S,161-601-5320,-7179662315,9901 93-Philadelphia
562,563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,S,978-178-7583,-6813180203,4819 900-Houston
563,564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,S,562-246-7349,-1314380616,9404 xt-Chicago
564,565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,S,454-708-4804,-4339051418,5307 klt-Phoenix
565,566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,S,648-366-5005,-5326094165,5149 klt-Phoenix
566,567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,S,550-304-8606,-9960547854,9182 93-Philadelphia
567,568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,S,564-202-3958,-4938078542,8862 121-Dallas
568,569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,C,760-796-3822,-8052022023,8438 93-Philadelphia
569,570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,S,279-189-6369,-2615961270,8980 900-Houston
570,571,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,S,661-551-3650,-8753215661,3152 121-Dallas
571,572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,S,450-779-6272,-2869671215,1283 900-Houston
572,573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,S,719-693-1875,-2910921659,1122 02-New York
573,574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,Q,919-630-3434,-2180981768,7420 klt-Phoenix
574,575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,S,689-253-4573,-7500063720,2067 02-New York
575,576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,S,617-645-7994,-6099612394,3120 02-New York
576,577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,S,578-832-4818,-7102752313,2041 klt-Phoenix
577,578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,S,314-224-6959,-6450430041,4979 121-Dallas
578,579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,C,302-944-5415,-9586752151,9363 klt-Phoenix
579,580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,S,341-299-7681,-7168815317,6593 02-New York
580,581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,S,846-961-2935,-9717559215,9386 ab-Los Angeles
581,582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C,426-950-3584,-9634364955,2487 kk-Miami
582,583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,S,814-804-5462,-3595259095,2158 900-Houston
583,584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049,40.125,C,678-105-8990,-2242506793,3714 02-New York
584,585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,C,511-770-2390,-1267761997,947 xt-Chicago
585,586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,S,630-719-6361,-4207349171,3290 93-Philadelphia
586,587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,S,842-232-9077,-7484771691,4441 02-New York
587,588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,79.2,C,258-728-8214,-7386102948,1377 121-Dallas
588,589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,S,547-714-8475,-8630653013,4907 121-Dallas
589,590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,S,137-748-2590,-1749429433,8190 02-New York
